"cve_id","cwes","description","severity","exploitability","impact","published_date","last_modified_date","refs","code_refs","commits"
"CVE-2023-0818","{'CWE-193'}","Off-by-one Error in GitHub repository gpac/gpac prior to v2.3.0-DEV.","","","","2023-02-13T22:15Z","2023-05-27T04:15Z","{'https://github.com/gpac/gpac/commit/377ab25f3e502db2934a9cf4b54739e1c89a02ff', 'https://huntr.dev/bounties/038e7472-f3e9-46c2-9aea-d6dafb62a18a', 'https://www.debian.org/security/2023/dsa-5411'}","{'https://github.com/gpac/gpac/commit/377ab25f3e502db2934a9cf4b54739e1c89a02ff'}","{'https://github.com/gpac/gpac/commit/377ab25f3e502db2934a9cf4b54739e1c89a02ff'}"
"CVE-2023-0819","{'CWE-122'}","Heap-based Buffer Overflow in GitHub repository gpac/gpac prior to v2.3.0-DEV.","","","","2023-02-13T22:15Z","2023-05-27T04:15Z","{'https://huntr.dev/bounties/35793610-dccc-46c8-9f55-6a24c621e4ef', 'https://github.com/gpac/gpac/commit/d067ab3ccdeaa340e8c045a0fd5bcfc22b809e8f', 'https://www.debian.org/security/2023/dsa-5411'}","{'https://github.com/gpac/gpac/commit/d067ab3ccdeaa340e8c045a0fd5bcfc22b809e8f'}","{'https://github.com/gpac/gpac/commit/d067ab3ccdeaa340e8c045a0fd5bcfc22b809e8f'}"
"CVE-2023-0827","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository pimcore/pimcore prior to 1.5.17.","","","","2023-02-14T13:15Z","2023-02-22T18:23Z","{'https://github.com/pimcore/pimcore/commit/f4050586136cb4c44e3d6042111a1b87b340df95', 'https://huntr.dev/bounties/75bc7d07-46a7-4ed9-a405-af4fc47fb422'}","{'https://github.com/pimcore/pimcore/commit/f4050586136cb4c44e3d6042111a1b87b340df95'}","{'https://github.com/pimcore/pimcore/commit/f4050586136cb4c44e3d6042111a1b87b340df95'}"
"CVE-2023-0860","{'CWE-307'}","Improper Restriction of Excessive Authentication Attempts in GitHub repository modoboa/modoboa-installer prior to 2.0.4.","","","","2023-02-16T10:15Z","2023-02-24T18:12Z","{'https://huntr.dev/bounties/64f3ab93-1357-4468-8ff4-52bbcec18cca', 'https://github.com/modoboa/modoboa-installer/commit/63d92b73f3da6971ae4e13d033d625773ac91085'}","{'https://github.com/modoboa/modoboa-installer/commit/63d92b73f3da6971ae4e13d033d625773ac91085'}","{'https://github.com/modoboa/modoboa-installer/commit/63d92b73f3da6971ae4e13d033d625773ac91085'}"
"CVE-2023-0866","{'CWE-122'}","Heap-based Buffer Overflow in GitHub repository gpac/gpac prior to 2.3.0-DEV.","","","","2023-02-16T20:15Z","2023-05-27T04:15Z","{'https://github.com/gpac/gpac/commit/b964fe4226f1424cf676d5822ef898b6b01f5937', 'https://huntr.dev/bounties/7d3c5792-d20b-4cb6-9c6d-bb14f3430d7f', 'https://www.debian.org/security/2023/dsa-5411'}","{'https://github.com/gpac/gpac/commit/b964fe4226f1424cf676d5822ef898b6b01f5937'}","{'https://github.com/gpac/gpac/commit/b964fe4226f1424cf676d5822ef898b6b01f5937'}"
"CVE-2023-0877","{'CWE-94'}","Code Injection in GitHub repository froxlor/froxlor prior to 2.0.11.","","","","2023-02-17T01:15Z","2023-02-25T03:37Z","{'https://huntr.dev/bounties/b29cf038-06f1-4fb0-9437-08f2991f92a8', 'https://github.com/froxlor/froxlor/commit/aa48ffca2bcaf7ae57be3b8147bb3138abdab984'}","{'https://github.com/froxlor/froxlor/commit/aa48ffca2bcaf7ae57be3b8147bb3138abdab984'}","{'https://github.com/froxlor/froxlor/commit/aa48ffca2bcaf7ae57be3b8147bb3138abdab984'}"
"CVE-2023-0878","{'CWE-79'}","Cross-site Scripting (XSS) - Generic in GitHub repository nuxt/framework prior to 3.2.1.","","","","2023-02-17T01:15Z","2023-02-25T03:38Z","{'https://huntr.dev/bounties/a892caf7-b8c2-4638-8cee-eb779d51066a', 'https://github.com/nuxt/framework/commit/7aa35ff958eec0c7d071d3fcd481db57281dbcd9'}","{'https://github.com/nuxt/framework/commit/7aa35ff958eec0c7d071d3fcd481db57281dbcd9'}","{'https://github.com/nuxt/framework/commit/7aa35ff958eec0c7d071d3fcd481db57281dbcd9'}"
"CVE-2023-0879","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository btcpayserver/btcpayserver prior to 1.7.12.","","","","2023-02-17T02:15Z","2023-02-25T03:38Z","{'https://github.com/btcpayserver/btcpayserver/commit/f2f3b245c4d8980d8e54e4708c796df82332c3d7', 'https://huntr.dev/bounties/9464e3c6-961d-4e23-8b3d-07cbb31de541'}","{'https://github.com/btcpayserver/btcpayserver/commit/f2f3b245c4d8980d8e54e4708c796df82332c3d7'}","{'https://github.com/btcpayserver/btcpayserver/commit/f2f3b245c4d8980d8e54e4708c796df82332c3d7'}"
"CVE-2023-0880","{'CWE-115'}","Misinterpretation of Input in GitHub repository thorsten/phpmyfaq prior to 3.1.11.","","","","2023-02-17T03:15Z","2023-02-25T03:55Z","{'https://github.com/thorsten/phpmyfaq/commit/a67dca41576834a1ddfee61b9e799b686b75d4fa', 'https://huntr.dev/bounties/14fc4841-0f5d-4e12-bf9e-1b60d2ac6a6c'}","{'https://github.com/thorsten/phpmyfaq/commit/a67dca41576834a1ddfee61b9e799b686b75d4fa'}","{'https://github.com/thorsten/phpmyfaq/commit/a67dca41576834a1ddfee61b9e799b686b75d4fa'}"
"CVE-2023-0901","{'NVD-CWE-noinfo'}","Exposure of Sensitive Information to an Unauthorized Actor in GitHub repository pixelfed/pixelfed prior to 0.11.4.","","","","2023-02-18T01:15Z","2023-02-28T20:28Z","{'https://huntr.dev/bounties/0327b1b2-6e7c-4154-a307-15f236571010', 'https://github.com/pixelfed/pixelfed/commit/5b5f5bc38ca9ba39d0b7dacc3813fb899f71ba57'}","{'https://github.com/pixelfed/pixelfed/commit/5b5f5bc38ca9ba39d0b7dacc3813fb899f71ba57'}","{'https://github.com/pixelfed/pixelfed/commit/5b5f5bc38ca9ba39d0b7dacc3813fb899f71ba57'}"
"CVE-2023-0914","{'NVD-CWE-Other'}","Improper Authorization in GitHub repository pixelfed/pixelfed prior to 0.11.4.","","","","2023-02-19T01:15Z","2023-02-28T20:26Z","{'https://huntr.dev/bounties/54d5fd76-e038-4eda-9e03-d5e95e09c0ec', 'https://github.com/pixelfed/pixelfed/commit/ef56f92c3d77e9bafaa70c08b7c04d5a61b8d454'}","{'https://github.com/pixelfed/pixelfed/commit/ef56f92c3d77e9bafaa70c08b7c04d5a61b8d454'}","{'https://github.com/pixelfed/pixelfed/commit/ef56f92c3d77e9bafaa70c08b7c04d5a61b8d454'}"
"CVE-2023-0919","{'CWE-306'}","Missing Authentication for Critical Function in GitHub repository kareadita/kavita prior to 0.7.0.","","","","2023-02-19T15:15Z","2023-02-28T20:26Z","{'https://huntr.dev/bounties/3c514923-473f-4c50-ae0d-d002a41fe70f', 'https://github.com/kareadita/kavita/commit/6648b79e1b2f92449d5816d0722b7a3d72f259d5'}","{'https://github.com/kareadita/kavita/commit/6648b79e1b2f92449d5816d0722b7a3d72f259d5'}","{'https://github.com/kareadita/kavita/commit/6648b79e1b2f92449d5816d0722b7a3d72f259d5'}"
"CVE-2023-0934","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository answerdev/answer prior to 1.0.5.","","","","2023-02-21T15:15Z","2023-03-06T15:46Z","{'https://huntr.dev/bounties/cd213098-5bab-487f-82c7-13698ad43b51', 'https://github.com/answerdev/answer/commit/edc06942d51fa8e56a134c5c7e5c8826d9260da0'}","{'https://github.com/answerdev/answer/commit/edc06942d51fa8e56a134c5c7e5c8826d9260da0'}","{'https://github.com/answerdev/answer/commit/edc06942d51fa8e56a134c5c7e5c8826d9260da0'}"
"CVE-2023-0947","{'CWE-22'}","Path Traversal in GitHub repository flatpressblog/flatpress prior to 1.3.","","","","2023-02-22T01:15Z","2023-03-02T19:34Z","{'https://github.com/flatpressblog/flatpress/commit/9c4e5d6567e446c472f3adae3b2fe612f66871c7', 'https://huntr.dev/bounties/7379d702-72ff-4a5d-bc68-007290015496'}","{'https://github.com/flatpressblog/flatpress/commit/9c4e5d6567e446c472f3adae3b2fe612f66871c7'}","{'https://github.com/flatpressblog/flatpress/commit/9c4e5d6567e446c472f3adae3b2fe612f66871c7'}"
"CVE-2023-0949","{'CWE-79'}","Cross-site Scripting (XSS) - Reflected in GitHub repository modoboa/modoboa prior to 2.0.5.","","","","2023-02-22T09:15Z","2023-03-02T20:09Z","{'https://huntr.dev/bounties/ef87be4e-493b-4ee9-9738-44c55b8acc19', 'https://github.com/modoboa/modoboa/commit/aa74e9a4a870162eea169e0a6a2eab841f8811b7'}","{'https://github.com/modoboa/modoboa/commit/aa74e9a4a870162eea169e0a6a2eab841f8811b7'}","{'https://github.com/modoboa/modoboa/commit/aa74e9a4a870162eea169e0a6a2eab841f8811b7'}"
"CVE-2023-0957","{'CWE-346'}","An issue was discovered in Gitpod versions prior to release-2022.11.2.16. There is a Cross-Site WebSocket Hijacking (CSWSH) vulnerability that allows attackers to make WebSocket connections to the Gitpod JSONRPC server using a victim’s credentials, because the Origin header is not restricted. This can lead to the extraction of data from workspaces, to a full takeover of the workspace.","","","","2023-03-03T08:15Z","2023-03-10T19:04Z","{'https://github.com/gitpod-io/gitpod/commit/12956988eec0031f42ffdfa3bdc3359f65628f9f', 'https://app.safebase.io/portal/71ccd717-aa2d-4a1e-942e-c768d37e9e0c/preview?product=default&orgId=71ccd717-aa2d-4a1e-942e-c768d37e9e0c&tcuUid=1d505bda-9a38-4ca5-8724-052e6337f34d', 'https://snyk.io/blog/gitpod-remote-code-execution-vulnerability-websockets/', 'https://github.com/gitpod-io/gitpod/pull/16405', 'https://github.com/gitpod-io/gitpod/pull/16378', 'https://github.com/gitpod-io/gitpod/releases/tag/release-2022.11.2', 'https://github.com/gitpod-io/gitpod/commit/673ab6856fa04c13b7b1f2a968e4d090f1d94e4f'}","{'https://github.com/gitpod-io/gitpod/commit/12956988eec0031f42ffdfa3bdc3359f65628f9f', 'https://github.com/gitpod-io/gitpod/commit/673ab6856fa04c13b7b1f2a968e4d090f1d94e4f'}","{'https://github.com/gitpod-io/gitpod/commit/673ab6856fa04c13b7b1f2a968e4d090f1d94e4f', 'https://github.com/gitpod-io/gitpod/commit/12956988eec0031f42ffdfa3bdc3359f65628f9f'}"
"CVE-2023-0994","{'CWE-200'}","Exposure of Sensitive Information to an Unauthorized Actor in GitHub repository francoisjacquet/rosariosis prior to 10.8.2.","","","","2023-02-24T02:15Z","2023-04-26T16:15Z","{'https://github.com/francoisjacquet/rosariosis/commit/630d3e3d78270db8dbcbfe87db265bc3e70c5a76', 'https://huntr.dev/bounties/a281c586-9b97-4d17-88ff-ca91bb4c45ad'}","{'https://github.com/francoisjacquet/rosariosis/commit/630d3e3d78270db8dbcbfe87db265bc3e70c5a76'}","{'https://github.com/francoisjacquet/rosariosis/commit/630d3e3d78270db8dbcbfe87db265bc3e70c5a76'}"
"CVE-2023-0995","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository unilogies/bumsys prior to v2.0.1.","","","","2023-02-24T03:15Z","2023-03-02T17:31Z","{'https://huntr.dev/bounties/2847b92b-22c2-4dbc-a9d9-56a7cd12fe5f', 'https://github.com/unilogies/bumsys/commit/927214bd7c475b31062c56294ff7b23d523a7219'}","{'https://github.com/unilogies/bumsys/commit/927214bd7c475b31062c56294ff7b23d523a7219'}","{'https://github.com/unilogies/bumsys/commit/927214bd7c475b31062c56294ff7b23d523a7219'}"
"CVE-2023-1033","{'CWE-352'}","Cross-Site Request Forgery (CSRF) in GitHub repository froxlor/froxlor prior to 2.0.11.","","","","2023-02-25T01:15Z","2023-03-07T01:59Z","{'https://github.com/froxlor/froxlor/commit/4003a8d2b60728a77476d1d4f5aa5c635f128950', 'https://huntr.dev/bounties/ba3cd929-8b60-4d8d-b77d-f28409ecf387'}","{'https://github.com/froxlor/froxlor/commit/4003a8d2b60728a77476d1d4f5aa5c635f128950'}","{'https://github.com/froxlor/froxlor/commit/4003a8d2b60728a77476d1d4f5aa5c635f128950'}"
"CVE-2023-1034","{'CWE-29'}","Path Traversal: '\\..\\filename' in GitHub repository salesagility/suitecrm prior to 7.12.9.","","","","2023-02-25T02:15Z","2023-03-06T16:39Z","{'https://huntr.dev/bounties/0c1365bc-8d9a-4ae0-8b55-615d492b3730', 'https://github.com/salesagility/suitecrm/commit/c19f221a41706efc8d73cef95c5e362c4f86bf06'}","{'https://github.com/salesagility/suitecrm/commit/c19f221a41706efc8d73cef95c5e362c4f86bf06'}","{'https://github.com/salesagility/suitecrm/commit/c19f221a41706efc8d73cef95c5e362c4f86bf06'}"
"CVE-2023-1065","{'CWE-287'}","This vulnerability in the Snyk Kubernetes Monitor can result in irrelevant data being posted to a Snyk Organization, which could in turn obfuscate other, relevant, security issues. It does not expose the user of the integration to any direct security risk and no user data can be leaked. To exploit the vulnerability the attacker does not need to be authenticated to Snyk but does need to know the target's Integration ID (which may or may not be the same as the Organization ID, although this is an unpredictable UUID in either case).","","","","2023-02-28T19:15Z","2023-03-10T04:58Z","{'https://snyk.io/blog/api-auth-vuln-snyk-kubernetes-cve-2023-1065/', 'https://github.com/snyk/kubernetes-monitor/commit/5b9a7821680bbfb6c4a900ab05d898ce2b2cc157', 'https://github.com/snyk/kubernetes-monitor/pull/1275', 'https://github.com/snyk/kubernetes-monitor'}","{'https://github.com/snyk/kubernetes-monitor/commit/5b9a7821680bbfb6c4a900ab05d898ce2b2cc157'}","{'https://github.com/snyk/kubernetes-monitor/commit/5b9a7821680bbfb6c4a900ab05d898ce2b2cc157'}"
"CVE-2023-1067","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository pimcore/pimcore prior to 10.5.18.","","","","2023-02-27T14:15Z","2023-03-01T00:20Z","{'https://github.com/pimcore/pimcore/commit/4b5733266d7d6aeb4f221a15e005db83fc198edf', 'https://huntr.dev/bounties/31d17b34-f80d-49f2-86e7-97ae715cc045'}","{'https://github.com/pimcore/pimcore/commit/4b5733266d7d6aeb4f221a15e005db83fc198edf'}","{'https://github.com/pimcore/pimcore/commit/4b5733266d7d6aeb4f221a15e005db83fc198edf'}"
"CVE-2023-1070","{'CWE-73'}","External Control of File Name or Path in GitHub repository nilsteampassnet/teampass prior to 3.0.0.22.","","","","2023-02-27T16:15Z","2023-03-07T15:13Z","{'https://huntr.dev/bounties/318bfdc4-7782-4979-956f-9ba2cc44889c', 'https://github.com/nilsteampassnet/teampass/commit/0af3574caba27a61b16dc25c94fa51ae12d2d967'}","{'https://github.com/nilsteampassnet/teampass/commit/0af3574caba27a61b16dc25c94fa51ae12d2d967'}","{'https://github.com/nilsteampassnet/teampass/commit/0af3574caba27a61b16dc25c94fa51ae12d2d967'}"
"CVE-2023-1081","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository microweber/microweber prior to 1.3.3.","","","","2023-02-28T02:15Z","2023-03-04T02:06Z","{'https://huntr.dev/bounties/cf59deed-9d43-4552-acfd-43f38f3aabba', 'https://github.com/microweber/microweber/commit/29d418461d8407688f2720e7b4be915e03fc16c1'}","{'https://github.com/microweber/microweber/commit/29d418461d8407688f2720e7b4be915e03fc16c1'}","{'https://github.com/microweber/microweber/commit/29d418461d8407688f2720e7b4be915e03fc16c1'}"
"CVE-2023-1095","{'CWE-476'}","In nf_tables_updtable, if nf_tables_table_enable returns an error, nft_trans_destroy is called to free the transaction object. nft_trans_destroy() calls list_del(), but the transaction was never placed on a list -- the list head is all zeroes, this results in a NULL pointer dereference.","","","","2023-02-28T23:15Z","2023-03-06T14:41Z","{'https://github.com/torvalds/linux/commit/580077855a40741cf511766129702d97ff02f4d9', 'https://bugzilla.redhat.com/show_bug.cgi?id=2173973'}","{'https://github.com/torvalds/linux/commit/580077855a40741cf511766129702d97ff02f4d9'}","{'https://github.com/torvalds/linux/commit/580077855a40741cf511766129702d97ff02f4d9'}"
"CVE-2023-1104","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository flatpressblog/flatpress prior to 1.3.","","","","2023-03-01T02:15Z","2023-03-06T19:16Z","{'https://github.com/flatpressblog/flatpress/commit/f6394eac7a0e001d2b1ac638d3313e531d19ea93', 'https://huntr.dev/bounties/a4909b4e-ab3c-41d6-b0d8-1c6e933bf758'}","{'https://github.com/flatpressblog/flatpress/commit/f6394eac7a0e001d2b1ac638d3313e531d19ea93'}","{'https://github.com/flatpressblog/flatpress/commit/f6394eac7a0e001d2b1ac638d3313e531d19ea93'}"
"CVE-2023-1105","{'CWE-73'}","External Control of File Name or Path in GitHub repository flatpressblog/flatpress prior to 1.3.","","","","2023-03-01T02:15Z","2023-03-09T14:47Z","{'https://huntr.dev/bounties/4089a63f-cffd-42f3-b8d8-e80b6bd9c80f', 'https://github.com/flatpressblog/flatpress/commit/5d5c7f6d8f072d14926fc2c3a97cdd763802f170'}","{'https://github.com/flatpressblog/flatpress/commit/5d5c7f6d8f072d14926fc2c3a97cdd763802f170'}","{'https://github.com/flatpressblog/flatpress/commit/5d5c7f6d8f072d14926fc2c3a97cdd763802f170'}"
"CVE-2023-1106","{'CWE-79'}","Cross-site Scripting (XSS) - Reflected in GitHub repository flatpressblog/flatpress prior to 1.3.","","","","2023-03-02T02:15Z","2023-03-03T18:57Z","{'https://github.com/flatpressblog/flatpress/commit/5f23b4c2eac294cc0ba5e541f83a6f8a26f9fed1', 'https://huntr.dev/bounties/1288ec00-f69d-4b84-abce-efc9a97941a0'}","{'https://github.com/flatpressblog/flatpress/commit/5f23b4c2eac294cc0ba5e541f83a6f8a26f9fed1'}","{'https://github.com/flatpressblog/flatpress/commit/5f23b4c2eac294cc0ba5e541f83a6f8a26f9fed1'}"
"CVE-2023-1107","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository flatpressblog/flatpress prior to 1.3.","","","","2023-03-02T02:15Z","2023-03-03T18:57Z","{'https://github.com/flatpressblog/flatpress/commit/d3f329496536dc99f9707f2f295d571d65a496f5', 'https://huntr.dev/bounties/4b880868-bd28-4fd0-af56-7686e55d3762'}","{'https://github.com/flatpressblog/flatpress/commit/d3f329496536dc99f9707f2f295d571d65a496f5'}","{'https://github.com/flatpressblog/flatpress/commit/d3f329496536dc99f9707f2f295d571d65a496f5'}"
"CVE-2023-1115","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository pimcore/pimcore prior to 10.5.18.","","","","2023-03-01T14:15Z","2023-03-04T02:01Z","{'https://huntr.dev/bounties/cfa80332-e4cf-4d64-b3e5-e10298628d17', 'https://github.com/pimcore/pimcore/commit/c6368b7cc69a3ebf2c83de7586f492ca1f404dd3'}","{'https://github.com/pimcore/pimcore/commit/c6368b7cc69a3ebf2c83de7586f492ca1f404dd3'}","{'https://github.com/pimcore/pimcore/commit/c6368b7cc69a3ebf2c83de7586f492ca1f404dd3'}"
"CVE-2023-1116","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository pimcore/pimcore prior to 10.5.18.","","","","2023-03-01T14:15Z","2023-03-04T02:01Z","{'https://github.com/pimcore/pimcore/commit/f6d322efa207a737eedd8726b7c92e957a83341e', 'https://huntr.dev/bounties/3245ff99-9adf-4db9-af94-f995747e09d1'}","{'https://github.com/pimcore/pimcore/commit/f6d322efa207a737eedd8726b7c92e957a83341e'}","{'https://github.com/pimcore/pimcore/commit/f6d322efa207a737eedd8726b7c92e957a83341e'}"
"CVE-2023-1117","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository pimcore/pimcore prior to 10.5.18.","","","","2023-03-01T14:15Z","2023-03-04T02:02Z","{'https://github.com/pimcore/pimcore/commit/b9ba69f66d6a9986fb36f239661b98cd33a89853', 'https://huntr.dev/bounties/e8c0044d-a31b-4347-b2d5-59fbf492da39'}","{'https://github.com/pimcore/pimcore/commit/b9ba69f66d6a9986fb36f239661b98cd33a89853'}","{'https://github.com/pimcore/pimcore/commit/b9ba69f66d6a9986fb36f239661b98cd33a89853'}"
"CVE-2023-1118","{'CWE-416'}","A flaw use after free in the Linux kernel integrated infrared receiver/transceiver driver was found in the way user detaching rc device. A local user could use this flaw to crash the system or potentially escalate their privileges on the system.","","","","2023-03-02T18:15Z","2023-07-06T13:43Z","{'https://lists.debian.org/debian-lts-announce/2023/05/msg00005.html', 'https://security.netapp.com/advisory/ntap-20230413-0003/', 'https://github.com/torvalds/linux/commit/29b0589a865b6f66d141d79b2dd1373e4e50fe17', 'https://lists.debian.org/debian-lts-announce/2023/05/msg00006.html'}","{'https://github.com/torvalds/linux/commit/29b0589a865b6f66d141d79b2dd1373e4e50fe17'}","{'https://github.com/torvalds/linux/commit/29b0589a865b6f66d141d79b2dd1373e4e50fe17'}"
"CVE-2023-1127","{'CWE-369'}","Divide By Zero in GitHub repository vim/vim prior to 9.0.1367.","","","","2023-03-01T19:15Z","2023-04-02T03:15Z","{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IE44W6WMMREYCW3GJHPSYP7NK2VT5NY6/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/WJ6TMKKBXHGVUHWFGM4X46VIJO7ZAG2W/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/PDVN5HSWPNVP4QXBPCEGZDLZKURLJWTE/', 'https://github.com/vim/vim/commit/e0f869196930ef5f25a0ac41c9215b09c9ce2d3c', 'https://huntr.dev/bounties/2d4d309e-4c96-415f-9070-36d0815f1beb'}","{'https://github.com/vim/vim/commit/e0f869196930ef5f25a0ac41c9215b09c9ce2d3c'}","{'https://github.com/vim/vim/commit/e0f869196930ef5f25a0ac41c9215b09c9ce2d3c'}"
"CVE-2023-1146","{'CWE-79'}","Cross-site Scripting (XSS) - Generic in GitHub repository flatpressblog/flatpress prior to 1.3.","","","","2023-03-02T03:15Z","2023-03-03T18:57Z","{'https://github.com/flatpressblog/flatpress/commit/0ee4f2e8a7b9276880b56858e408cc9c6643cc3b', 'https://huntr.dev/bounties/d6d1e1e2-2f67-4d28-aa84-b30fb1d2e737'}","{'https://github.com/flatpressblog/flatpress/commit/0ee4f2e8a7b9276880b56858e408cc9c6643cc3b'}","{'https://github.com/flatpressblog/flatpress/commit/0ee4f2e8a7b9276880b56858e408cc9c6643cc3b'}"
"CVE-2023-1147","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository flatpressblog/flatpress prior to 1.3.","","","","2023-03-02T03:15Z","2023-03-03T18:57Z","{'https://github.com/flatpressblog/flatpress/commit/264217f318a8852c4f3e34350d4a0e1363cdd727', 'https://huntr.dev/bounties/187f5353-f866-4d26-a5ba-fca378520020'}","{'https://github.com/flatpressblog/flatpress/commit/264217f318a8852c4f3e34350d4a0e1363cdd727'}","{'https://github.com/flatpressblog/flatpress/commit/264217f318a8852c4f3e34350d4a0e1363cdd727'}"
"CVE-2023-1148","{'CWE-79'}","Cross-site Scripting (XSS) - Stored in GitHub repository flatpressblog/flatpress prior to 1.3.","","","","2023-03-02T03:15Z","2023-03-03T18:56Z","{'https://huntr.dev/bounties/f0cc2c4b-fdf9-483b-9a83-4e0dfeb4dac7', 'https://github.com/flatpressblog/flatpress/commit/3a32aad0dec5df24c6576d7567d4f2eadbfc75de'}","{'https://github.com/flatpressblog/flatpress/commit/3a32aad0dec5df24c6576d7567d4f2eadbfc75de'}","{'https://github.com/flatpressblog/flatpress/commit/3a32aad0dec5df24c6576d7567d4f2eadbfc75de'}"
"CVE-2023-1149","{'CWE-76'}","Improper Neutralization of Equivalent Special Elements in GitHub repository btcpayserver/btcpayserver prior to 1.8.0.","","","","2023-03-02T05:15Z","2023-03-10T18:20Z","{'https://huntr.dev/bounties/2e734209-d7b0-4f57-a8be-c65c82208f2f', 'https://github.com/btcpayserver/btcpayserver/commit/ddb125f45892b4dafdbd5c072af1ce623758bb92'}","{'https://github.com/btcpayserver/btcpayserver/commit/ddb125f45892b4dafdbd5c072af1ce623758bb92'}","{'https://github.com/btcpayserver/btcpayserver/commit/ddb125f45892b4dafdbd5c072af1ce623758bb92'}"
"CVE-2023-1160","{'CWE-1103'}","Use of Platform-Dependent Third Party Components in GitHub repository cockpit-hq/cockpit prior to 2.4.0.","","","","2023-03-03T02:15Z","2023-03-14T16:09Z","{'https://github.com/cockpit-hq/cockpit/commit/690016208850f2d788ebc3c67884d4c692587eb8', 'https://huntr.dev/bounties/3ce480dc-1b1c-4230-9287-0dc3b31c2f87'}","{'https://github.com/cockpit-hq/cockpit/commit/690016208850f2d788ebc3c67884d4c692587eb8'}","{'https://github.com/cockpit-hq/cockpit/commit/690016208850f2d788ebc3c67884d4c692587eb8'}"
"CVE-2023-1170","{'CWE-122'}","Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.1376.","","","","2023-03-03T23:15Z","2023-04-02T03:15Z","{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IE44W6WMMREYCW3GJHPSYP7NK2VT5NY6/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/X4KDAU76Z7QNSPKZX2JAJ6O7KIEOXWTL/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DIAKPMKJ4OZ6NYRZJO7YWMNQL2BICLYV/', 'https://huntr.dev/bounties/286e0090-e654-46d2-ac60-29f81799d0a4', 'https://github.com/vim/vim/commit/1c73b65229c25e3c1fd8824ba958f7cc4d604f9c'}","{'https://github.com/vim/vim/commit/1c73b65229c25e3c1fd8824ba958f7cc4d604f9c'}","{'https://github.com/vim/vim/commit/1c73b65229c25e3c1fd8824ba958f7cc4d604f9c'}"
"CVE-2023-1175","{'CWE-131'}","Incorrect Calculation of Buffer Size in GitHub repository vim/vim prior to 9.0.1378.","","","","2023-03-04T16:15Z","2023-06-12T20:15Z","{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IE44W6WMMREYCW3GJHPSYP7NK2VT5NY6/', 'https://github.com/vim/vim/commit/c99cbf8f289bdda5d4a77d7ec415850a520330ba', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/X4KDAU76Z7QNSPKZX2JAJ6O7KIEOXWTL/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DIAKPMKJ4OZ6NYRZJO7YWMNQL2BICLYV/', 'https://lists.debian.org/debian-lts-announce/2023/06/msg00015.html', 'https://huntr.dev/bounties/7e93fc17-92eb-4ae7-b01a-93bb460b643e'}","{'https://github.com/vim/vim/commit/c99cbf8f289bdda5d4a77d7ec415850a520330ba'}","{'https://github.com/vim/vim/commit/c99cbf8f289bdda5d4a77d7ec415850a520330ba'}"
"CVE-2023-1176","{'CWE-36'}","Absolute Path Traversal in GitHub repository mlflow/mlflow prior to 2.2.2.","","","","2023-03-24T15:15Z","2023-03-28T14:44Z","{'https://github.com/mlflow/mlflow/commit/63ef72aa4334a6473ce7f889573c92fcae0b3c0d', 'https://huntr.dev/bounties/ae92f814-6a08-435c-8445-eec0ef4f1085'}","{'https://github.com/mlflow/mlflow/commit/63ef72aa4334a6473ce7f889573c92fcae0b3c0d'}","{'https://github.com/mlflow/mlflow/commit/63ef72aa4334a6473ce7f889573c92fcae0b3c0d'}"
